주차장관리번호	주차장명	주차장구분	주차장유형	소재지지번주소	소재지도로명주소	소재지(시도)	주차구획수	급지구분	부제시행구분	운영요일	평일운영시작시각	평일운영종료시각	토요일운영시작시각	토요일운영종료시각	공휴일운영시작시각	공휴일운영종료시각	요금정보	주차기본시간	주차기본요금	추가단위시간	추가단위요금	1일주차권요금적용시간	1일주차권요금	월정기권요금	결제방법	특기사항	관리기관명	연락처	위도(WGS84좌표)	경도(WGS84좌표)	데이터기준일자	위도	경도	데이터작성일자	주말운영시작시각	주말운영종료시각	토요일운영종료시각\	1일주차권요금적용시간\	1일주차권	관리기관	경도도(WGS84좌표)
101-1-000005	해운센터앞 공영주차장	공영	노상	서울특별시 중구 소공동 59	서울특별시 중구 소공로	서울특별시	9	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	600	5	600	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.563201	126.980670								
101-1-000006	뉴국제호텔앞 공영주차장	공영	노상	서울특별시 중구 태평로1가 29-5	서울특별시 중구 세종대로22길	서울특별시	19	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	600	5	600	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.568130	126.977995								
101-1-000007	이화여고앞 공영주차장	공영	노상	서울특별시 중구 순화동 1-139	서울특별시 중구 통일로4길	서울특별시	13	2	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	250	5	250	0	0	180000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.565223	126.968475								
101-1-000008	국제화재빌딩옆 공영주차장	공영	노상	서울특별시 중구 남대문로5가 145	서울특별시 중구 소월로	서울특별시	12	1	미시행	평일+토요일	07:00	21:00	09:00	22:00	00:00	00:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.558302	126.975913								
101-1-000009	대림상가 공영주차장	공영	노상	서울특별시 중구 산림동 264-11	서울특별시 중구 을지로19길	서울특별시	73	1	미시행	평일+토요일	09:00	20:00	09:00	16:00	00:00	00:00	유료	5	500	5	500	660	20000	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.567707	126.995570								
101-1-000010	연세세브란스빌딩뒤 공영주차장	공영	노상	서울특별시 중구 남대문로5가 217	서울특별시 중구 세종대로2길	서울특별시	17	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.557527	126.974121								
101-1-000011	청소년회관뒤 공영주차장	공영	노상	서울특별시 중구 수표동 50-1	서울특별시 중구 충무로9길	서울특별시	8	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.567387	126.989612								
101-1-000012	진양상가옆 공영주차장	공영	노상	서울특별시 중구 퇴계로 41길	서울특별시 중구 퇴계로41길	서울특별시	103	1	미시행	평일+토요일	09:00	19:00	09:00	15:00	00:00	00:00	유료	5	500	5	500	600	20000	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.562540	126.996126								
101-1-000013	한진면세점앞 공영주차장	공영	노상	서울특별시 중구 남대문로5가 533	서울특별시 중구 소월로	서울특별시	18	2	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	250	5	250	0	0	180000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.556129	126.975289								
101-1-000014	남대문피혁상가남측 공영주차장	공영	노상	서울특별시 중구 봉래동1가 13-6	서울특별시 중구 세종대로5길	서울특별시	25	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.559194	126.973435								
101-1-000015	코오롱빌딩옆 공영주차장	공영	노상	서울특별시 중구 태평로1가 29-8	서울특별시 중구 세종대로20길	서울특별시	18	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	600	5	600	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.567932	126.978260								
101-1-000016	그린빌딩옆 공영주차장	공영	노상	서울특별시 중구 남대문로5가 267	서울특별시 중구 소월로	서울특별시	33	2	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	250	5	250	0	0	180000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.556721	126.975945								
101-1-000017	한국관광공사옆 공영주차장	공영	노상	서울특별시 중구 다동 85-4	서울특별시 중구 남대문로	서울특별시	9	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	600	5	600	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.568194	126.981999								
101-1-000018	맑은내길 공영주차장	공영	노상	서울특별시 중구 신당동 217-123	서울특별시 중구 마장로1길	서울특별시	17	1	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.569414	127.012269								
101-1-000019	남평화시장앞 공영주차장	공영	노상	서울특별시 중구  신당동 772	서울특별시 중구 마장로1길	서울특별시	32	1	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.569157	127.010806								
101-1-000020	조선호텔앞 공영주차장	공영	노상	서울특별시 중구 소공동 86-5	서울특별시 중구 남대문로7길	서울특별시	12	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	600	5	600	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.563825	126.979837								
101-1-000021	서소문올리브타워옆 공영주차장	공영	노상	서울특별시 중구 서소문동 135-1	서울특별시 중구 세종대로9길 41	서울특별시	16	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	400	5	400	0	0	200000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.561632	126.972760								
101-1-000022	훈련원공원옆 공영주차장	공영	노상	서울특별시 중구 을지로6가 18-4	서울특별시 중구 을지로39길	서울특별시	8	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	350	5	350	0	0	180000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.567669	127.005012								
101-1-000023	국립의료원옆 공영주차장	공영	노상	서울특별시 중구 을지로 43길	서울특별시 중구 을지로 41	서울특별시	15	1	미시행	평일+토요일	08:00	22:00	09:00	22:00	00:00	00:00	유료	5	350	5	350	0	0	180000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.567106	127.006069								
101-1-000024	진양상가 인공도로 공영주차장	공영	노상	서울특별시 중구 인현동2가 192-56	서울특별시 중구 퇴계로41길 신성상가 서측 인공도로	서울특별시	55	1	미시행	평일+토요일+공휴일	06:00	21:00	06:00	18:00	06:00	18:00	유료	5	500	5	500	0	0	250000	"""현금, 신용카드"""		서울특별시 중구청	02-2280-8360			2016-09-21	37.563618	126.995559								
123-1-000001	교통공원길 공영주차장	공영	노상	서울특별시 송파구 신천동 10-2	서울특별시 송파구 올림픽로35다길	서울특별시	90	2	요일제	평일+토요일+공휴일	9:00	21:00	9:00	21:00	9:00	21:00	유료	5	250	5	250				"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.515031196522976	127.10114500407907								
123-1-000002	봉상시길 공영주차장	공영	노상	서울특별시 송파구 잠실동 177-8	서울특별시 송파구 올림픽로8길	서울특별시	54	2	요일제	평일+토요일+공휴일	9:00	21:00	9:00	21:00	9:00	21:00	유료	5	250	5	250				현금	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2147-3200			2015-09-04	37.51007005507769	127.08030893403138								
123-1-000003	위례성길 공영주차장	공영	노상	서울특별시 송파구 방이동 12	서울특별시 송파구 위례성대로	서울특별시	87	2	요일제	평일+토요일+공휴일	9:00	21:00	9:00	21:00	9:00	21:00	유료	5	250	5	250				"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.51079099128422	127.12563348330538								
123-1-000004	위례성길 방이습지 공영주차장	공영	노상	서울특별시 송파구 452-4	서울특별시 송파구 위례성대로	서울특별시	55	3	요일제	평일	9:00	18:00					유료	5	150	5	150				"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.51079099128422	127.12563348330538								
123-1-000005	로데오길 공영주차장	공영	노상	서울특별시 송파구 문정동 3-2	서울특별시 송파구 동남로	서울특별시	56	3	요일제	평일+토요일+공휴일	10:00	22:00	10:00	22:00	10:00	22:00	유료	5	150	5	150				현금	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-400-1633			2015-09-04	37.49296374845857	127.12727266171964								
123-1-000006	문정골길 공영주차장	공영	노상	서울특별시 송파구 39-1	서울특별시 송파구 동남로4길	서울특별시	77	3	요일제	평일+토요일+공휴일	10:00	22:00	10:00	22:00	10:00	22:00	유료	5	150	5	150				현금	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-400-1633			2015-09-04	37.48824878568461	127.12473185300271								
123-1-000007	비석거리 공영주차장	공영	노상	서울특별시 송파구 가락동 95-6	서울특별시 송파구 송파대로32길	서울특별시	33	4	요일제	평일+토요일+공휴일	9:00	21:00	9:00	21:00	9:00	21:00	유료	5	100	5	100				현금	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2147-3200			2015-09-04	37.496398214090966	127.11697878811485								
123-2-000001	마천동1 공영주차장	공영	노외	서울특별시 송파구 마천동 214	서울특별시 송파구 성내천로43길 6	서울특별시	220	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-404-6275			2015-09-04	37.49528691901275	127.15556077987078								
123-2-000002	마천동2 공영주차장	공영	노외	서울특별시 송파구 마천동 364-5	서울특별시 송파구 성내천로299-7	서울특별시	113	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-407-4947			2015-09-04	37.49428047375202	127.15625979387474								
123-2-000003	마천동3 공영주차장	공영	노외	서울특별시 송파구 마천동 128-4	서울특별시 송파구 마천로301-1	서울특별시	47	4	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	100	5	100	24	"28,800"	"75,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1092			2015-09-04	37.49605483666288	127.14978154075222								
123-2-000004	천마 공영주차장	공영	노외	서울특별시 송파구 마천동 산1-5	서울특별시 송파구 성내천로33가길 20	서울특별시	139	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1092			2015-09-04	37.500247003076126	127.15483824678677								
123-2-000005	삼전동 공영주차장	공영	노외	서울특별시 송파구 삼전동 175-8	서울특별시 송파구 삼학로9길	서울특별시	198	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-422-1055			2015-09-04	37.50024470127217	127.09587315859905								
123-2-000006	송파동 공영주차장	공영	노외	서울특별시 송파구 송파동 128	서울특별시 송파구 백제고분로44길 13-35	서울특별시	86	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1092			2015-09-04	37.506871087825566	127.11371070615944								
123-2-000007	방이동 공영주차장	공영	노외	서울특별시 송파구 방이동 52-1	서울특별시 송파구 백제고분로	서울특별시	131	3	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	150	5	150	24		"105,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2147-3200			2015-09-04	37.503381843514354	127.08426460762064								
123-2-000008	풍납1 공영주차장	공영	노외	서울특별시 송파구 풍납동 154	서울특별시 송파구 풍성로25나길	서울특별시	56	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2147-3200			2015-09-04	37.53529117556034	127.11852847176003								
123-2-000009	풍납2 공영주차장	공영	노외	서울특별시 송파구 풍납동 175	서울특별시 송파구 풍성로15길 23	서울특별시	81	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2203-0544			2015-09-04	37.5359567382751	127.11608561830708								
123-2-000010	거여동 공영주차장	공영	노외	서울특별시 송파구 거여동 33-16	서울특별시 송파구 오금로68길 8	서울특별시	137	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	50	5	50	24	"14,400"	"60,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-400-9965			2015-09-04	37.49228430082195	127.15035296980147								
123-2-000011	문정근린공원 공영주차장	공영	노외	서울특별시 송파구 문정동 38-3	서울특별시 송파구 송파대로20길	서울특별시	286	3	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	150	5	150	24	"28,800"	"98,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-431-0166			2015-09-04	37.48579465057073	127.12453329558066								
123-2-000012	송파근린공원 공영주차장	공영	노외	서울특별시 송파구 송파동 113-2	서울특별시 송파구 백제고분로42길 5	서울특별시	325	3	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	150	5	150	24		"98,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-418-3854			2015-09-04	37.50593059721299	127.10973273601573								
123-2-000013	방이고분 공영주차장	공영	노외	서울특별시 송파구 방이동 125	서울특별시 송파구 오금로219	서울특별시	61	4	요일제	평일+토요일+공휴일	9:00	18:00	9:00	18:00	9:00	18:00	유료	5	100	5	100			"50,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-3431-4155			2015-09-04	37.50757310513023	127.11816342574554								
123-2-000014	석촌고분 공영주차장	공영	노외	서울특별시 송파구 석촌동 248	서울특별시 송파구 가락동7길	서울특별시	62	5	요일제	평일+토요일+공휴일	9:00	18:00	9:00	18:00	9:00	18:00	유료	5	50	5	50			"30,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-3431-1763			2015-09-04	37.50303537945114	127.12541239355998								
123-2-000015	서울놀이마당 공영주차장	공영	노외	서울특별시 송파구 잠실동 40	서울특별시 송파구 삼학사로136	서울특별시	17	1	요일제	평일+토요일+공휴일	9:00	18:00	9:00	18:00	9:00	18:00	유료	5	500	5	500			"250,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1091			2015-09-04	37.5098079854691	127.09804794436342								
123-2-000016	아시아공원 공영주차장	공영	노외	서울특별시 송파구 잠실동 84	서울특별시 송파구 올림픽로44	서울특별시	115	2	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	250	5	250	24		"168,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1091			2015-09-04	37.50958269757873	127.07609641709539								
123-2-000017	탄천 공영주차장	공영	노외	서울특별시 송파구 잠실동 1082-1	서울특별시 송파구 탄천동로	서울특별시	859	3	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료								"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-417-0739			2015-09-04	37.49722090627979	127.09589643328168								
123-2-000018	가락동1 체비지 공영주차장	공영	노외	서울특별시 송파구 가락동 98-1	서울특별시 송파구 중대로9길	서울특별시	49	2	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	250	5	250	24		"180,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.4959641353711	127.11857937301902								
123-2-000019	가락동2 체비지 공영주차장	공영	노외	서울특별시 송파구 가락동 80-2	서울특별시 송파구 중대로9길	서울특별시	89	2	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	5	250	5	250	24		"180,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.4959641353711	127.11857937301902								
123-2-000020	장지동 체비지 공영주차장	공영	노외	서울특별시 송파구 문정동 2-5	서울특별시 송파구 송이로31길	서울특별시	101	4	요일제	평일+토요일+공휴일	6:00	21:00	6:00	21:00	6:00	21:00	유료	5	100	5	100	15		"50,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.49062047490766	127.13437434400853								
123-2-000021	송파동 체비지 공영주차장	공영	노외	서울특별시 송파구 송파동 148-2	서울특별시 송파구 송파동백제고분로44길13-25	서울특별시	40	5	요일제	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료					24		"40,000"	"현금, 신용카드"	"국가유공자(상이자),장애인 80퍼센트할인,경차, 저공해차량, 다둥이(세자녀이상) 50퍼센트할인,다둥이(두자녀) 30퍼센트할인"	서울특별시 송파구청	02-2157-1093			2015-09-04	37.50702281290062	127.11333996778379								
115-2-000001	화곡본-2	공영	노외	서울특별시 강서구 화곡본동 46-127	서울특별시 강서구 초록마을로5길 43 (화곡동)	서울특별시	100	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2607-1570			2015-09-02	37.54432106845927	126.84844723231292								
115-2-000002	화곡2-1	공영	노외	서울특별시 강서구 화곡2동 167-10	서울특별시 강서구 강서로 18아길 26-15 (화곡동)	서울특별시	60	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2607-1419			2015-09-02	37.53604413205986	126.85243307319472								
115-2-000003	화곡3-1	공영	노외	서울특별시 강서구 화곡3동 1045	서울특별시 강서구 화곡로 15길 40 (화곡동)	서울특별시	99	5	미시행	평일	9:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2603-1573			2015-09-02	37.54176905762034	126.8347292546826								
115-2-000004	화곡4-1	공영	노외	서울특별시 강서구 화곡4동 809-26	서울특별시 강서구 곰달래로 54가길 20(화곡동)	서울특별시	138	5	미시행	평일	8:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2645-1574			2015-09-02	37.529953594610575	126.83881912685493								
115-2-000005	화곡5-1	공영	노외	서울특별시 강서구 화곡동 1030-33	서울특별시 강서구 강서로 36길 21 (화곡동)	서울특별시	27	5	미시행	평일	9:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2604-8688			2015-09-02	37.54387013021081	126.83992072805928								
115-2-000006	화곡5-2	공영	노외	서울특별시 강서구 화곡동 1056-2	서울특별시 강서구 강서로 34길 41-21 (화곡동)	서울특별시	25	5	미시행	평일	9:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2604-8688			2015-09-02	37.54435059829646	126.84076158483536								
115-2-000007	화곡5-3	공영	노외	서울특별시 강서구 화곡동 1060-18	서울특별시 강서구 화곡로 27가길 38 (화곡동)	서울특별시	17	5	미시행	평일	9:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2604-8688			2015-09-02	37.54345521107115	126.84225713681053								
115-4-000018	청솔주차장	민영	노외	서울특별시 강서구 방화제2동 612-727		서울특별시	6		미시행	평일+토요일+공휴일	7:00	22:00	7:00	22:00	7:00	22:00	유료	30	1500	10	500	600	"""15,000"""	"""100,000"""	현금		청솔주차장	02-2614-2354			2015-09-02										
115-2-000008	화곡7-1	공영	노외	서울특별시 강서구 화곡1동 370-63	서울특별시 강서구 월정로 32길 68 (화곡동)	서울특별시	86	5	미시행	평일	9:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2699-8671			2015-09-02	37.53601598098848	126.83915456285972								
115-2-000009	등촌2-1	공영	노외	서울특별시 강서구 등촌2동 531-5	서울특별시 강서구 등촌로 55길 33-16 (등촌동)	서울특별시	91	5	미시행	평일	9:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2645-1578			2015-09-02	37.54980053470412	126.86131428437207								
115-2-000010	화곡6-1	공영	노외	서울특별시 강서구 화곡6동 1103-6	서울특별시 강서구 우장산로 114 (화곡동)	서울특별시	300	4	미시행	평일+토요일+공휴일	0:00	12:00	0:00	12:00			유료	5	100	5	100	480	5000	70000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2607-9113			2015-09-02	37.55303200352748	126.84851560356593								
115-2-000011	볏골공원	공영	노외	서울특별시 강서구 화곡본동 98-99	서울특별시 강서구 까치산로4길 22 (화곡동)	서울특별시	233	4	미시행	평일+토요일	9:00	19:00	9:00	18:00			유료	5	100	5	100	480	5000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2065-1575			2015-09-02	37.54181453293322	126.84432449763304								
115-2-000012	곰달래문화복지센터	공영	노외	서울특별시 강서구 화곡동 890	서울특별시 강서구 강서로5길 50 (화곡동)	서울특별시	211	4	미시행	평일+토요일	7:00	23:00	9:00	15:00			유료	5	100	5	100	480	5000	80000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2690-2818			2015-09-02	37.52905871246617	126.84889897287376								
115-2-000013	가로공원길지하	공영	노외	서울특별시 강서구 화곡1동 662-15	서울특별시 강서구 가로공원로지하 189	서울특별시	501	4	미시행	평일+토요일	7:00	23:00	9:00	15:00			유료	5	100	5	100	480	5000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2699-0802			2015-09-02	37.53723483517382	126.83703838302652								
115-2-000014	화곡본-1	공영	노외	서울특별시 강서구 화곡본동 56-127	서울특별시 강서구 초록마을로 26길 48 (화곡동)	서울특별시	99	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시강서구청	02-2065-8751			2015-09-02	37.53974568887897	126.8497735537752								
